test,test_name,scale,domain,subdomain,narrow,pass,verbal,timed,test_type,score_type,description
wais5,WAIS-5,Visual Puzzles,Visual Perception/Construction,Perception,Mental Rotation,Simultaneous,Nonverbal,Timed,npsych_test,scaled_score,A measure of visual-perceptual reasoning and mental transformation abilities that requires examinees to solve visual puzzles within a time limit
wais5,WAIS-5,Coding,Attention/Executive,Processing Speed,Cognitive Efficiency,Planning,Nonverbal,Timed,npsych_test,scaled_score,"Efficiency of psychomotor speed, visual scanning ability, and visual-motor coordination"
wais5,WAIS-5,Naming Speed Quantity,Attention/Executive,Processing Speed,Numerical Fluency,Planning,,Timed,npsych_test,scaled_score,Performance on a Processing Speed subtest that measures numerical processing fluency and the ability to recognize and label quantities efficiently
wais5,WAIS-5,Symbol Search,Attention/Executive,Processing Speed,Perceptual Speed,Planning,Nonverbal,Timed,npsych_test,scaled_score,Visual-perceptual decision-making speed
wais5,WAIS-5,Processing Speed (PSI),General Cognitive Ability,Processing Speed,Processing Speed Index,,,,npsych_test,standard_score,Ability to quickly use reasoning to identify and apply solutions to problems
wais5,WAIS-5,Fluid Reasoning (FRI),General Cognitive Ability,Reasoning,Fluid Reasoning,,,,npsych_test,standard_score,"Fluid Reasoning (i.e., the ability to use reasoning to identify and apply solutions to problems)"
wais5,WAIS-5,Figure Weights,Visual Perception/Construction,Reasoning,General Sequential Reasoning,Simultaneous,Nonverbal,Timed,npsych_test,scaled_score,General sequential (deductive) reasoning and quantitative reasoning
wais5,WAIS-5,Matrix Reasoning,Visual Perception/Construction,Reasoning,Nonverbal Reasoning,Simultaneous,Nonverbal,Untimed,npsych_test,scaled_score,Inductive reasoning and nonverbal problem-solving
wais5,WAIS-5,Set Relations,Visual Perception/Construction,Reasoning,Nonverbal Reasoning,Simultaneous,Nonverbal,,npsych_test,scaled_score,Performance on a Fluid Reasoning subtest that measures deductive reasoning and logical thinking
wais5,WAIS-5,Visual Spatial (VSI),General Cognitive Ability,Reasoning,Spatial Reasoning,,,,npsych_test,standard_score,The patient's ability to evaluate visual details understand spatial relations among objects and construct geometric design using models
wais5,WAIS-5,Similarities,Verbal/Language,Reasoning,Word Reasoning,Sequential,Verbal,Untimed,npsych_test,scaled_score,Verbal concept formation and abstract reasoning
wais5,WAIS-5,Spatial Addition,Attention/Executive,Working Memory,Nonverbal Working Memory,Attention,Nonverbal,Untimed,npsych_test,scaled_score,A visual working memory measure that assesses a person's ability to remember and manipulate spatial locations while maintaining other visual information in working memory
wais5,WAIS-5,Symbol Span,Attention/Executive,Working Memory,Nonverbal Working Memory,Attention,Nonverbal,Untimed,npsych_test,scaled_score,"The patient's ability to encode, maintain, and recall visual information in short-term working memory"
wais5,WAIS-5,Arithmetic,Attention/Executive,Working Memory,Verbal Working Memory,Attention,Verbal,Timed,npsych_test,scaled_score,Solving math word problems in working memory
wais5,WAIS-5,Digit Sequencing,Attention/Executive,Working Memory,Verbal Working Memory,Attention,verbal,Untimed,npsych_test,scaled_score,Maintenance and resequencing of progressively lengthier number strings in working memory
wais5,WAIS-5,Digits Backward,Attention/Executive,Working Memory,Verbal Working Memory,Attention,Verbal,Untimed,npsych_test,scaled_score,Working memory for orally presented information
wais5,WAIS-5,Letter-Number Sequencing,Attention/Executive,Working Memory,Verbal Working Memory,Attention,Verbal,Untimed,npsych_test,scaled_score,Maintenance and resequencing of progressively lengthier number and letter strings in working memory
wais5,WAIS-5,Running Digits,Attention/Executive,Working Memory,Verbal Working Memory,Attention,Verbal,,npsych_test,scaled_score,Performance on a Working Memory subtest that measures auditory working memory that requires both flexibility in information processing and a progressive shift of attention
wais5,WAIS-5,Working Memory (WMI),General Cognitive Ability,Working Memory,Working Memory Capacity,,,,npsych_test,standard_score,"Working memory (i.e., the ability to consciously register maintain and manipulate auditory and visual information)"
wasi2,WASI-II,Full Scale (FSIQ),General Cognitive Ability,General Intelligence,Full Scale IQ,,,,npsych_test,standard_score,General intellectual ability
wasi2,WASI-II,Verbal Comprehension (VCI),General Cognitive Ability,Knowledge,Crystallized Knowledge,,,,npsych_test,standard_score,"Verbal Comprehension (i.e., the ability to verbalize meaningful concepts, think about verbal information, and express oneself using words)"
wasi2,WASI-II,Vocabulary,Verbal/Language,Knowledge,Word Knowledge,Sequential,Verbal,Untimed,npsych_test,scaled_score,Verbal concept formation and word knowledge
wasi2,WASI-II,Perceptual Reasoning (PRI),General Cognitive Ability,Reasoning,Fluid Reasoning,,,,npsych_test,standard_score,"Fluid Reasoning (i.e., the ability to use reasoning to identify and apply solutions to problems)"
wasi2,WASI-II,Similarities,Verbal/Language,Reasoning,Word Reasoning,Sequential,Verbal,Untimed,npsych_test,scaled_score,Verbal concept formation and abstract reasoning
wiat4,WIAT-4,Total Achievement,Academic Skills,Academic Achievement,General Academic Achievement,,,,npsych_test,standard_score,"Overall academic achievement in the areas of reading, math, and writing"
wiat4,WIAT-4,Numerical Operations,Academic Skills,Math,Mathematical Achievement,Simultaneous,Nonverbal,Untimed,npsych_test,standard_score,"Paper-and-pencil math calculation skills, ranging from basic operations with integers to geometry, algebra, and calculus problems"
wiat4,WIAT-4,Math Problem Solving,Academic Skills,Math,Mathematical Knowledge,Simultaneous,Nonverbal,Untimed,npsych_test,standard_score,"Applying mathematical principles to real-life situations, ranging from basic concepts, everyday applications, geometry, and algebra"
wiat4,WIAT-4,Math Fluency,Academic Skills,Math,Number Facility,Simultaneous,Nonverbal,Timed,npsych_test,standard_score,"An overall speed/fluency in solving fact-based addition, subtraction, and multiplication problems"
wiat4,WIAT-4,Math Fluency–Addition,Academic Skills,Math,Number Facility,Sequential,Nonverbal,Timed,npsych_test,standard_score,Speed of addition fact fluency
wiat4,WIAT-4,Math Fluency–Multiplication,Academic Skills,Math,Number Facility,Sequential,Nonverbal,Timed,npsych_test,standard_score,Speed of multiplication fact fluency
wiat4,WIAT-4,Math Fluency–Subtraction,Academic Skills,Math,Number Facility,Sequential,Nonverbal,Timed,npsych_test,standard_score,Speed of subtraction fact fluency
wiat4,WIAT-4,Mathematics,Academic Skills,Math,Quantitative Reasoning,Simultaneous,Nonverbal,Untimed,npsych_test,standard_score,An estimate of overall mathematics skills in the domains of math comprehension and problem solving and math computation
wiat4,WIAT-4,Orthographic Processing,Academic Skills,Reading,Reading and Writing,Sequential,Verbal,Untimed,npsych_test,standard_score,"Overall measure of orthographic processing, including the size of the examinees orthographic lexicon and the quality of orthographic representations"
wiat4,WIAT-4,Reading Comprehension,Academic Skills,Reading,Reading Comprehension,Sequential,Verbal,Untimed,npsych_test,standard_score,"Reading comprehension skills at the level of word, sentence, and passage"
wiat4,WIAT-4,Pseudoword Decoding,Academic Skills,Reading,Reading Decoding,Sequential,Verbal,Untimed,npsych_test,standard_score,Phonic decoding skills as assessed by reading aloud a list of pseudowords
wiat4,WIAT-4,Reading,Academic Skills,Reading,Reading Decoding,Sequential,Verbal,Untimed,npsych_test,standard_score,A composite score of decoding and comprehension that balances word-level and text-level reading skills
wiat4,WIAT-4,Word Reading,Academic Skills,Reading,Reading Decoding,Sequential,Verbal,Untimed,npsych_test,standard_score,Single word reading/decoding of a list of regular and irregular words
wiat4,WIAT-4,Decoding Fluency,Academic Skills,Reading,Reading Fluency,Sequential,Verbal,Timed,npsych_test,standard_score,Phonic decoding fluency
wiat4,WIAT-4,Oral Reading Fluency,Academic Skills,Reading,Reading Speed,Sequential,Verbal,Timed,npsych_test,standard_score,Oral reading fluency
wiat4,WIAT-4,Orthographic Fluency,Academic Skills,Reading,Reading Speed,Sequential,Verbal,Timed,npsych_test,standard_score,"Orthographic lexicon, or sight vocabulary fluency"
wiat4,WIAT-4,Reading Fluency,Academic Skills,Reading,Reading Speed,Sequential,Verbal,Timed,npsych_test,standard_score,"A composite measure of overall oral reading fluency skills, including  reading in context and in isolation"
wiat4,WIAT-4,Spelling,Academic Skills,Writing,Spelling Ability,Sequential,,Untimed,npsych_test,standard_score,Written spelling of words from dictations
wiat4,WIAT-4,Essay Composition,Academic Skills,Writing,Writing Ability,Sequential,Verbal,Untimed,npsych_test,standard_score,Spontaneous writing fluency at the discourse level
wiat4,WIAT-4,Sentence Composition,Academic Skills,Writing,Writing Ability,Sequential,,Untimed,npsych_test,standard_score,Sentence formulation skills
wiat4,WIAT-4,Written Expression,Academic Skills,Writing,Writing Ability,Sequential,,Untimed,npsych_test,standard_score,Overall written expression skills including spelling and expository/contextual writing
wisc5,WISC-V,Longest Digit Span Forward,Attention/Executive,Attention,Attention Span,Attention,Verbal,Untimed,npsych_test,raw_score,Auditory attentional capacity
wisc5,WISC-V,Cancellation,Attention/Executive,Attention,Attentional Fluency,Attention,Nonverbal,Timed,npsych_test,scaled_score,Selective attention and attentional fluency on a cancellation task
wisc5,WISC-V,Cancellation Random,Attention/Executive,Attention,Attentional Fluency,Attention,Nonverbal,Timed,npsych_test,scaled_score,"Rate of test taking, perceptual speed, visual discrimination, and visual attention scanning (random)"
wisc5,WISC-V,Cancellation Structured,Attention/Executive,Attention,Attentional Fluency,Attention,Nonverbal,Timed,npsych_test,scaled_score,"Rate of test taking, perceptual speed, visual discrimination, and visual attention scanning (structured)"
wisc5,WISC-V,Block Design,Visual Perception/Construction,Construction,Block Construction,Simultaneous,Nonverbal,Timed,npsych_test,scaled_score,Understanding visual-spatial relationships to construct unfamiliar geometric designs from a model
wisc5,WISC-V,Block Design No Time Bonus,Visual Perception/Construction,Construction,Block Construction,Simultaneous,Nonverbal,Timed,npsych_test,scaled_score,Understanding visual-spatial relationships to construct unfamiliar geometric designs from a model (untimed)
wisc5,WISC-V,Cognitive Proficiency (CPI),General Cognitive Ability,Executive,Attentional Fluency,,,,npsych_test,standard_score,Index of cognitive processing proficiency that reduces crystallized knowledge verbal reasoning and fluid reasoning demands
wisc5,WISC-V,Full Scale IQ (FSIQ),General Cognitive Ability,General Intelligence,Full Scale IQ,,,,npsych_test,standard_score,General intellectual ability
wisc5,WISC-V,General Ability (GAI),General Cognitive Ability,General Intelligence,General Ability Index,,,,npsych_test,scaled_score,A subset of intellectual functioning with reduced influences of working memory and processing speed
wisc5,WISC-V,Comprehension,Verbal/Language,Knowledge,Acquired Knowledge,Sequential,Verbal,Untimed,npsych_test,scaled_score,Practical knowledge and judgment of general principles and social situations
wisc5,WISC-V,Verbal Comprehension (VCI),General Cognitive Ability,Knowledge,Crystallized Knowledge,,,,npsych_test,standard_score,"Verbal Comprehension (i.e., the ability to verbalize meaningful concepts, think about verbal information, and express oneself using words)"
wisc5,WISC-V,Vocabulary,Verbal/Language,Knowledge,Word Knowledge,Sequential,Verbal,Untimed,npsych_test,scaled_score,Verbal concept formation and word knowledge
wisc5,WISC-V,Information,Verbal/Language,Knowledge,World Knowledge,Sequential,Verbal,Untimed,npsych_test,scaled_score,General world knowledge and ability to recall and understand information
wisc5,WISC-V,Visual Puzzles,Visual Perception/Construction,Perception,Mental Rotation,Simultaneous,Nonverbal,Timed,npsych_test,scaled_score,A measure of visual-perceptual reasoning and mental transformation abilities that requires examinees to solve visual puzzles within a time limit
wisc5,WISC-V,Coding,Attention/Executive,Processing Speed,Cognitive Efficiency,Planning,Nonverbal,Timed,npsych_test,scaled_score,"Efficiency of psychomotor speed, visual scanning ability, and visual-motor coordination"
wisc5,WISC-V,Symbol Search,Attention/Executive,Processing Speed,Perceptual Speed,Planning,Nonverbal,Timed,npsych_test,scaled_score,Visual-perceptual decision-making speed
wisc5,WISC-V,Processing Speed (PSI),General Cognitive Ability,Processing Speed,Processing Speed Index,,,,npsych_test,standard_score,Ability to quickly use reasoning to identify and apply solutions to problems
wisc5,WISC-V,Fluid Reasoning (FRI),General Cognitive Ability,Reasoning,Fluid Reasoning,,,,npsych_test,standard_score,"Fluid Reasoning (i.e., the ability to use reasoning to identify and apply solutions to problems)"
wisc5,WISC-V,Nonverbal (NVI),General Cognitive Ability,Reasoning,Fluid Reasoning,Simultaneous,Nonverbal,,npsych_test,standard_score,General intellectual functioning that minimizes expressive language demands
wisc5,WISC-V,Figure Weights,Visual Perception/Construction,Reasoning,General Sequential Reasoning,Simultaneous,Nonverbal,Timed,npsych_test,scaled_score,General sequential (deductive) reasoning and quantitative reasoning
wisc5,WISC-V,Matrix Reasoning,Visual Perception/Construction,Reasoning,Nonverbal Reasoning,Simultaneous,Nonverbal,Untimed,npsych_test,scaled_score,Inductive reasoning and nonverbal problem-solving
wisc5,WISC-V,Visual Spatial (VSI),General Cognitive Ability,Reasoning,Spatial Reasoning,Simultaneous,Nonverbal,,npsych_test,standard_score,The patient's ability to evaluate visual details understand spatial relations among objects and construct geometric design using models
wisc5,WISC-V,Similarities,Verbal/Language,Reasoning,Word Reasoning,Sequential,Verbal,Untimed,npsych_test,scaled_score,Verbal concept formation and abstract reasoning
wisc5,WISC-V,Picture Span,Attention/Executive,Working Memory,Nonverbal Working Memory,Attention,Nonverbal,Untimed,npsych_test,scaled_score,Maintenance and resequencing of progressively lengthier sets of pictures in spatial working memory
wisc5,WISC-V,Digit Span,Attention/Executive,Working Memory,Verbal Working Memory,Attention,Verbal,Untimed,npsych_test,scaled_score,"Registering, maintaining, and manipulating auditory information"
wisc5,WISC-V,Digit Span Backward,Attention/Executive,Working Memory,Verbal Working Memory,Attention,Verbal,Untimed,npsych_test,scaled_score,A measure of both attentional capacity and working memory
wisc5,WISC-V,Digit Span Forward,Attention/Executive,Working Memory,Verbal Working Memory,Attention,Verbal,Untimed,npsych_test,scaled_score,"Auditory attentional capacity, or how much information can be processed at once"
wisc5,WISC-V,Digit Span Sequencing,Attention/Executive,Working Memory,Verbal Working Memory,Attention,Verbal,Untimed,npsych_test,scaled_score,Maintenance and resequencing of progressively lengthier number strings in working memory
wisc5,WISC-V,Letter-Number Sequencing,Attention/Executive,Working Memory,Verbal Working Memory,Attention,Verbal,Untimed,npsych_test,scaled_score,Maintenance and resequencing of progressively lengthier number and letter strings in working memory
wisc5,WISC-V,Longest Digit Span Backward,Attention/Executive,Working Memory,Verbal Working Memory,Attention,Verbal,Untimed,npsych_test,raw_score,Working memory capacity for orally presented information
wisc5,WISC-V,Longest Digit Span Sequence,Attention/Executive,Working Memory,Verbal Working Memory,Attention,Verbal,Untimed,npsych_test,raw_score,Working memory manipulation for verbally presented information
wisc5,WISC-V,Working Memory (WMI),General Cognitive Ability,Working Memory,Working Memory Capacity,,,,npsych_test,standard_score,"Working memory (i.e., the ability to consciously register maintain and manipulate auditory and visual information)"
wms4,WMS-IV,Logical Memory II,Memory,Delayed Recall,Story Memory,Sequential,Verbal,Untimed,npsych_test,scaled_score,Expository story learning long-term recall
wms4,WMS-IV,Visual Reproduction II,Memory,Delayed Recall,Visual Memory,Simultaneous,Nonverbal,Timed,npsych_test,scaled_score,Long-term recall and reconstruction of a complex abstract figure
wms4,WMS-IV,Logical Memory I,Memory,Learning Efficiency,Story Memory,Sequential,Verbal,Untimed,npsych_test,scaled_score,Expository story learning immediate recall
wms4,WMS-IV,Visual Reproduction I,Memory,Learning Efficiency,Visual Memory,Simultaneous,Nonverbal,Timed,npsych_test,scaled_score,Short-term recall and reconstruction of a complex abstract figure
wms4,WMS-IV,Picture Span,Attention/Executive,Working Memory,Nonverbal Working Memory,Attention,Nonverbal,Untimed,npsych_test,scaled_score,Performance on a nonverbal working memory task
wms4,WMS-IV,Symbol Span,Attention/Executive,Working Memory,Nonverbal Working Memory,Attention,Nonverbal,Untimed,npsych_test,scaled_score,"The patient's ability to encode, maintain, and recall visual information in short-term working memory"
word_choice,ACS Word Choice,Word Choice,Performance Validity,Cognitive Effort,Forced-Choice Recognition Memory,,,,validity_indicator,raw_score,An effort test (word choice)
wppsi4,WPPSI-IV,Cancellation,Attention/Executive,Attention,Attentional Fluency,Attention,Nonverbal,Timed,npsych_test,scaled_score,Selective attention and attentional fluency on a cancellation task
wppsi4,WPPSI-IV,Cancellation Random,Attention/Executive,Attention,Attentional Fluency,Attention,Nonverbal,Timed,npsych_test,scaled_score,"Rate of test taking, perceptual speed, visual discrimination, and visual attention scanning (random)"
wppsi4,WPPSI-IV,Cancellation Structured,Attention/Executive,Attention,Attentional Fluency,Attention,Nonverbal,Timed,npsych_test,scaled_score,"Rate of test taking, perceptual speed, visual discrimination, and visual attention scanning (structured)"
wppsi4,WPPSI-IV,Block Design,Visual Perception/Construction,Construction,Block Construction,Simultaneous,Nonverbal,Timed,npsych_test,scaled_score,Understanding visual-spatial relationships to construct unfamiliar geometric designs from a model
wppsi4,WPPSI-IV,Object Assembly,Visual Perception/Construction,Construction,Visuoconstruction,Simultaneous,Nonverbal,Untimed,npsych_test,scaled_score,Analyze and synthesize abstract visual stimuli using familiar puzzles
wppsi4,WPPSI-IV,Cognitive Proficiency (CPI),General Cognitive Ability,Executive,Attentional Fluency,,,,npsych_test,standard_score,Index of cognitive processing proficiency that reduces crystallized knowledge verbal reasoning and fluid reasoning demands
wppsi4,WPPSI-IV,Full Scale IQ (FSIQ),General Cognitive Ability,General Intelligence,Full Scale IQ,,,,npsych_test,standard_score,General intellectual ability
wppsi4,WPPSI-IV,General Ability (GAI),General Cognitive Ability,General Intelligence,General Ability Index,,,,npsych_test,standard_score,A subset of intellectual functioning with reduced influences of working memory and processing speed
wppsi4,WPPSI-IV,Comprehension,Verbal/Language,Knowledge,Acquired Knowledge,Sequential,Verbal,Untimed,npsych_test,scaled_score,Practical knowledge and judgment of general principles and social situations
wppsi4,WPPSI-IV,Verbal Comprehension (VCI),General Cognitive Ability,Knowledge,Crystallized Knowledge,,,,npsych_test,standard_score,"Verbal Comprehension (i.e., the ability to verbalize meaningful concepts, think about verbal information, and express oneself using words)"
wppsi4,WPPSI-IV,Vocabulary Acquisition (VAI),General Cognitive Ability,Knowledge,Crystallized Knowledge,,,,npsych_test,standard_score,Vocabulary acquisition and development
wppsi4,WPPSI-IV,Receptive Vocabulary,Verbal/Language,Knowledge,Word Knowledge,Simultaneous,Verbal,Untimed,npsych_test,scaled_score,"Receptive language ability, vocabulary development, and ability to understand and use words"
wppsi4,WPPSI-IV,Vocabulary,Verbal/Language,Knowledge,Word Knowledge,Sequential,Verbal,Untimed,npsych_test,scaled_score,Verbal concept formation and word knowledge
wppsi4,WPPSI-IV,Information,Verbal/Language,Knowledge,World Knowledge,Sequential,Verbal,Untimed,npsych_test,scaled_score,General world knowledge and ability to recall and understand information
wppsi4,WPPSI-IV,Animal Coding,Attention/Executive,Processing Speed,Cognitive Efficiency,Planning,Nonverbal,Timed,npsych_test,scaled_score,Visual motor processing speed
wppsi4,WPPSI-IV,Bug Search,Attention/Executive,Processing Speed,Cognitive Efficiency,Planning,Nonverbal,Timed,npsych_test,scaled_score,"Processing speed, attention, and concentration"
wppsi4,WPPSI-IV,Processing Speed (PSI),General Cognitive Ability,Processing Speed,Processing Speed Index,,,Timed,npsych_test,standard_score,Ability to quickly use reasoning to identify and apply solutions to problems
wppsi4,WPPSI-IV,Fluid Reasoning (FRI),General Cognitive Ability,Reasoning,Fluid Reasoning,,,,npsych_test,standard_score,Ability to use reasoning to identify and apply solutions to problems
wppsi4,WPPSI-IV,Nonverbal (NVI),General Cognitive Ability,Reasoning,Fluid Reasoning,,,,npsych_test,standard_score,General intellectual functioning that minimizes expressive language demands
wppsi4,WPPSI-IV,Visual Spatial (VSI),General Cognitive Ability,Reasoning,Fluid Reasoning,,,,npsych_test,standard_score,The patient's ability to evaluate visual details understand spatial relations among objects and construct geometric design using models
wppsi4,WPPSI-IV,Matrix Reasoning,Visual Perception/Construction,Reasoning,Nonverbal Reasoning,Simultaneous,Nonverbal,Untimed,npsych_test,scaled_score,Inductive reasoning and nonverbal problem-solving
wppsi4,WPPSI-IV,Picture Concepts,Visual Perception/Construction,Reasoning,Nonverbal Reasoning,Simultaneous,Nonverbal,Untimed,npsych_test,scaled_score,Fluid and inductive reasoning and conceptual thinking
wppsi4,WPPSI-IV,Similarities,Verbal/Language,Reasoning,Word Reasoning,Sequential,Verbal,Untimed,npsych_test,scaled_score,Verbal concept formation and abstract reasoning
wppsi4,WPPSI-IV,Picture Naming,Verbal/Language,Word Retrieval,Naming,Simultaneous,Nonverbal,Untimed,npsych_test,scaled_score,Ability to name objects and actions
wppsi4,WPPSI-IV,Picture Memory,Attention/Executive,Working Memory,Nonverbal Working Memory,Attention,Nonverbal,Untimed,npsych_test,scaled_score,Ability to remember and recall visual information
wppsi4,WPPSI-IV,Zoo Locations,Attention/Executive,Working Memory,Nonverbal Working Memory,Attention,Nonverbal,Untimed,npsych_test,scaled_score,Ability to understand and use spatial concepts temporarily stored in working memory
wppsi4,WPPSI-IV,Working Memory (WMI),General Cognitive Ability,Working Memory,Working Memory Capacity,,,,npsych_test,standard_score,"Working memory (i.e., the ability to consciously register maintain and manipulate auditory and visual information)"
wrat5,WRAT-5,Math Computation,Academic Skills,Math,Mathematical Achievement,Simultaneous,Nonverbal,Untimed,npsych_test,standard_score,"Paper-and-pencil math calculation skills, ranging from basic operations with integers to geometry, algebra, and calculus problems"
wrat5,WRAT-5,Word Reading,General Cognitive Ability,Premorbid Ability,Word Reading,Knowledge,Verbal,Untimed,npsych_test,standard_score,An estimate of premorbid verbal ability level
wrat5,WRAT-5,Reading Composite,Academic Skills,Reading,Reading Ability,Sequential,Verbal,Untimed,npsych_test,standard_score,Composite score of decoding and comprehension that balances word-level and text-level reading skills
wrat5,WRAT-5,Sentence Comprehension,Academic Skills,Reading,Reading Comprehension,Knowledge,Verbal,Untimed,npsych_test,standard_score,An estimate of reading comprehension via sentences.
wrat5,WRAT-5,Spelling,Academic Skills,Writing,Spelling Ability,Sequential,Verbal,Untimed,npsych_test,standard_score,Written spelling of words from dictations
